"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"3346",6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6
"4496",6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6
"1482",6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,6
"3016",7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
"743",7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,6
"2348",7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,6
"4324",8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.4666666666667,6
"2202",6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6
"1393",6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6
"633",6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6
"1843",8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6
"157",7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
"308",7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6
"1290",6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6
"1662",6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6
"3398",6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,6
"2411",7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6
"145",8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6
"2292",8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6
"1678",7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6
"4717",5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8,6
"3470",7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
"2353",6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6
"3960",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
"38",7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6
"1540",7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6
"2207",8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,6
"4737",6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,6
"1557",7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6
"1052",6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6
"2591",6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6
"4533",5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6
"240",6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6
"750",7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,6
"29",7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6
"336",6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
"3247",6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6
"3027",8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6
"210",6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,6
"3152",6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
"2970",6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6
"566",7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6
"4772",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
"1839",6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6
"3818",6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6
"348",6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6
"1261",6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6
"3731",6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6
"2826",6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6
"2119",6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,6
"3432",7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6
"623",5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6
"3959",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
"4003",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6
"3476",6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
"1450",6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6
"3984",5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6
"2213",7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6
"1596",6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6
"2693",6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6
"2370",6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6
"4264",7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6
"1576",6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,6
"3842",6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6
"3196",7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6
"3653",6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6
"4818",5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6
"49",7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6
"2368",7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6
"1624",7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6
"3473",6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6
"3859",6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6
"3143",7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6
"4354",7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.4333333333333,6
"3427",7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
"448",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
"1538",8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6
"4347",6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6
"923",7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
"2549",6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6
"4794",6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,6
"1328",6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6
"953",6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,6
"3554",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
"3083",6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6
"2427",7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
"196",6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,6
"117",6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,6
"1005",5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6
"1",7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
"1112",8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,6
"1773",7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6
"2412",8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,6
"4546",6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,6
"265",6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6
"204",6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,6
"3018",5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6
"3707",6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6
"610",7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6
"904",5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6
"1670",7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6
"1550",8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6
"2727",5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6
"3837",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
"1783",8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6
"1717",7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6
"4845",4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6
"558",6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6
"1828",7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6
"1912",7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
"4285",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
"4394",6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6
"1201",6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6
"3116",6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
"3466",6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6
"1647",6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6
"4123",6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6
"2677",7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,6
"4247",5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6
"824",6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,6
"1816",6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
"3488",6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
"3141",6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6
"152",7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6
"3400",5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
"4175",6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6
"1987",7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6
"967",6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6
"2296",7.5,0.42,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10,6
"3931",6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6
"4629",6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6
"4779",5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6
"4685",6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,6
"4642",6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,6
"1050",6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6
"1671",7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6
"4030",6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6
"1877",8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6
"955",7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6
"4838",6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6
"4634",6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6
"4748",5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,6
"1141",8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6
"444",6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6
"1248",7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6
"374",7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6
"4603",6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,6
"737",6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6
"468",6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
"1164",5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
"2328",7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6
"768",6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6
"2158",8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6
"3559",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
"2129",5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6
"2230",6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6
"1479",7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,6
"2809",7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,6
"999",8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,6
"4448",6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6
"986",6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6
"667",6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6
"4250",5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6
"831",7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
"1618",6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6
"310",6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6
"762",7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6
"2011",7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6
"2154",7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6
"2640",9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6
"2979",6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
"3140",6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6
"1534",7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6
"4861",6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6
"3991",7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6
"3284",6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6
"4585",5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6
"1690",7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6
"1850",7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6
"1325",6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6
"2860",6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6
"782",7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6
"4826",6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6
"2565",6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6
"2806",7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6
"449",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
"3258",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
"1840",7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6
"4266",6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6
"3047",6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6
"3",8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
"2958",6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6
"401",6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6
"2761",7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6
"4759",6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6
"4349",7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6
"3149",6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
"4777",5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6
"815",7.9,0.35,0.24,15.6,0.072,44,229,0.99785,3.03,0.59,10.5,6
"2182",7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11,6
"2346",8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6
"1336",5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
"479",7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6
"4424",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
"1588",6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6
"3631",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
"3772",6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6
"81",6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6
"1011",7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6
"4070",6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6
"3750",6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6
"1698",6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,6
"518",7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6
"4742",6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,6
"4293",6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
"4276",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
"140",8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6
"4442",6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6
"4252",7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6
"1771",7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6
"3417",7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
"2924",6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6
"2864",6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6
"3603",6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6
"3851",6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
"2398",6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6
"643",6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6
"4517",6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6
"704",6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6
"1160",7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
"4736",6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6
"4595",5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,6
"4209",5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6
"1207",7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6
"4706",5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
"3558",8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
"393",6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6
"2458",8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6
"1171",7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,6
"3911",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
"4601",8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6
"3363",7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
"1946",8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6
"4851",7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6
"1514",7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6
"2863",5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6
"3640",6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6
"2529",6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6
"338",5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6
"153",6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6
"1906",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
"1696",7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6
"3887",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
"3299",6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6
"3834",7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6
"3917",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
"1636",7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6
"1926",6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6
"2741",6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6
"5",7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
"4402",7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6
"27",6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6
"4743",6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6
"4275",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
"419",7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
"547",6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6
"4815",5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
"4381",5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666666667,6
"2469",5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,6
"1113",6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6
"96",7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6
"6",8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
"2090",7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
"1215",9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6
"3515",7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,6
"3229",6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6
"2962",6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6
"2450",6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6
"1291",8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6
"1006",6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6
"3541",7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6
"3235",6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6
"4427",6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,6
"3845",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
"320",6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6
"1097",6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6
"4671",6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6
"3248",7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6
"4699",7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,6
"672",6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6
"3198",7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
"4260",3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6
"2919",5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6
"1517",8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6
"3166",6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6
"4660",6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,6
"1480",7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6
"1728",7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6
"3006",6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6
"883",7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
"1241",7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6
"2744",6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6
